gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
NUDT21,ENSG00000167005,protein_coding,56485228,-,chr16,3.787620520848457,5.284314238618097,3.966651949031405
NUDT22,ENSG00000149761,protein_coding,63993738,+,chr11,2.5498662804089216,4.020119897456082,2.733354340613827
NUDT4,ENSG00000173598,protein_coding,93771692,+,chr12,1.7971790338953626,3.312461880949154,1.9965333702802208
NUDT5,ENSG00000165609,protein_coding,12237836,-,chr10,3.5427533106852347,4.961989048642806,3.7326816492785855
NUDT6,ENSG00000170917,protein_coding,123843707,-,chr4,-1.3161688255986774,0.2185952015508569,-1.143054136717567
NUDT7,ENSG00000140876,protein_coding,77756399,+,chr16,-0.9340141705014148,0.5563067842249769,-0.7529231680691824
NUDT8,ENSG00000167799,protein_coding,67397371,-,chr11,2.539332544565775,3.982300002008262,2.702435914226808
NUDT9,ENSG00000170502,protein_coding,88343717,+,chr4,2.648442433353538,4.1313672355459605,2.833274681555606
NUF2,ENSG00000143228,protein_coding,163291732,+,chr1,2.306495572259637,3.770152458962194,2.499782120147312
NUFIP1,ENSG00000083635,protein_coding,45563571,-,chr13,1.5614972210198148,3.062121711907797,1.7826182437360976
NUFIP2,ENSG00000108256,protein_coding,27621125,-,chr17,2.697840527093135,4.166466405954822,2.874973972835994
NUMA1,ENSG00000137497,protein_coding,71752100,-,chr11,4.0778753214372125,5.569266260944588,4.264371284757908
NUMB,ENSG00000133961,protein_coding,73925225,-,chr14,2.66566563837068,4.1177947646868365,2.8405035179853937
NUMBL,ENSG00000105245,protein_coding,41196534,-,chr19,2.986574765134032,4.441091678376499,3.1630317129934733
NUP107,ENSG00000111581,protein_coding,69080734,+,chr12,2.4330128394362904,3.9367038892684456,2.638073837180719
NUP133,ENSG00000069248,protein_coding,229644034,-,chr1,3.1369132095698,4.625574428758728,3.3004019840857297
NUP153,ENSG00000124789,protein_coding,17707083,-,chr6,3.724191854040088,5.215181565453316,3.946225547712035
NUP155,ENSG00000113569,protein_coding,37371163,-,chr5,2.375706740723043,3.8690126385398496,2.5741741861096505
NUP160,ENSG00000030066,protein_coding,47869866,-,chr11,2.602813162759695,4.0508586267160585,2.779343778814449
NUP188,ENSG00000095319,protein_coding,131709966,+,chr9,2.963954942189931,4.370708327912915,3.125948602043333
NUP205,ENSG00000155561,protein_coding,135242652,+,chr7,3.393388741225817,4.851454226854194,3.575191294147168
NUP210,ENSG00000132182,protein_coding,13461724,-,chr3,3.657331313182508,5.16529293419176,3.821006040679562
NUP210L,ENSG00000143552,protein_coding,154127518,-,chr1,-4.386845571568701,-2.9680402586024552,-4.205563338195578
NUP214,ENSG00000126883,protein_coding,134000965,+,chr9,2.5650121808982247,4.056228012831245,2.7065305525381174
NUP35,ENSG00000163002,protein_coding,183989157,+,chr2,2.2752752922995354,3.696561428648775,2.4261573873551043
NUP37,ENSG00000075188,protein_coding,102513843,-,chr12,2.422636683484046,3.8694766339654016,2.617439547818964
NUP43,ENSG00000120253,protein_coding,150067632,-,chr6,2.785529627801578,4.2083767915289805,2.9598257850530927
NUP50,ENSG00000093000,protein_coding,45559791,+,chr22,2.37609586203262,3.848477724769996,2.5837116228936643
NUP54,ENSG00000138750,protein_coding,77069533,-,chr4,3.122291704268449,4.651453580084017,3.2712463739354583
NUP62CL,ENSG00000198088,protein_coding,106449656,-,chrX,0.0409625477784978,1.5047729159750538,0.1714630560025809
NUP85,ENSG00000125450,protein_coding,73201760,+,chr17,3.082361969557474,4.550912974279657,3.24461310367614
NUP88,ENSG00000108559,protein_coding,5322967,-,chr17,2.4698599346127,3.8897363577686654,2.6249197105001145
NUP93,ENSG00000102900,protein_coding,56764022,+,chr16,2.259664183948652,3.7242355191442336,2.439543354980202
NUP98,ENSG00000110713,protein_coding,3818756,-,chr11,3.1880368814635367,4.692042145325426,3.401220862160216
NUPR1,ENSG00000176046,protein_coding,28550272,-,chr16,0.9982677263787628,2.477055565578573,1.1257833316273238
NUS1,ENSG00000153989,protein_coding,117996621,+,chr6,2.6112904353643023,4.096422106118513,2.770596505014765
NUSAP1,ENSG00000137804,protein_coding,41625060,+,chr15,-3.5734668618833267,-2.1661788622094176,-3.3599344174671075
NUTF2,ENSG00000102898,protein_coding,67880820,+,chr16,5.380618638177376,6.873276762489294,5.554496761821065
NVL,ENSG00000143748,protein_coding,224517832,-,chr1,2.212973921501664,3.7093568128771457,2.3889334287402413
NWD1,ENSG00000188039,protein_coding,16830774,+,chr19,-2.5071726120774884,-1.0057823525940062,-2.3025820060825506
NXF1,ENSG00000162231,protein_coding,62572901,-,chr11,3.75603051865286,5.239944066430311,3.9487877129869
NXF3,ENSG00000147206,protein_coding,102348017,-,chrX,-3.243318260190996,-1.7725053491406988,-3.1341603478413376
NXN,ENSG00000167693,protein_coding,882966,-,chr17,4.019933154054314,5.510848017804297,4.2081192308284185
NXNL1,ENSG00000171773,protein_coding,17571722,-,chr19,-5.687799537362322,-4.454822365384708,-5.573466861883326
NXNL2,ENSG00000130045,protein_coding,91150087,+,chr9,2.253353977616978,3.749255355423618,2.4634393621069446
NXPH1,ENSG00000122584,protein_coding,8473232,+,chr7,-7.643856189774724,-7.643856189774724,-7.643856189774724
NXPH2,ENSG00000144227,protein_coding,139537950,-,chr2,-4.493296513199343,-3.055291452373373,-4.240588467435424
NXPH3,ENSG00000182575,protein_coding,47653178,+,chr17,-2.022097333064992,-0.5026686647697253,-1.8406291533397967
NXPH4,ENSG00000182379,protein_coding,57610562,+,chr12,3.821689809019909,5.365167596304324,4.037856599132967
NXT1,ENSG00000132661,protein_coding,23331392,+,chr20,5.0501272620969,6.53167464874218,5.248804253709904
NXT2,ENSG00000101888,protein_coding,108780419,+,chrX,3.026410567619773,4.491744088586241,3.2119622520588176
NYAP1,ENSG00000166924,protein_coding,100081542,+,chr7,-0.4520566887096497,1.0309010380104224,-0.2228012428504829
NYAP2,ENSG00000144460,protein_coding,226265161,+,chr2,-6.333516069162574,-5.321928094887363,-6.17918792277128
NYNRIN,ENSG00000205978,protein_coding,24868192,+,chr14,3.8993786764853766,5.27946015223088,4.0805723951611
NYX,ENSG00000188937,protein_coding,41306575,+,chrX,-6.733123527871812,-5.869859864663551,-6.65835575946984
OAF,ENSG00000184232,protein_coding,120081699,+,chr11,3.965590373417464,5.392458250421039,4.117312711068971
OAS1,ENSG00000089127,protein_coding,113344755,+,chr12,3.717352894128162,5.194973488606434,3.9549407350890937
OAS2,ENSG00000111335,protein_coding,113416367,+,chr12,3.859711191266455,5.327205906519334,4.086274249964816
OAS3,ENSG00000111331,protein_coding,113376261,+,chr12,3.965941241344247,5.450762570054084,4.110029092799367
OASL,ENSG00000135114,protein_coding,121476770,-,chr12,2.193046271712221,3.576473765104831,2.390832744199616
OAT,ENSG00000065154,protein_coding,126107482,-,chr10,4.353944278648753,5.790662580690131,4.53531892902125
OAZ1,ENSG00000104904,protein_coding,2269520,+,chr19,6.530938446134827,7.992032509412269,6.682240394139597
OAZ3,ENSG00000143450,protein_coding,151739157,+,chr1,-2.728335289022766,-1.289474557661403,-2.605595614599375
OBSCN,ENSG00000154358,protein_coding,228395726,+,chr1,0.31521841136579,1.81811430416045,0.4838802538141045
OBSL1,ENSG00000124006,protein_coding,220436126,-,chr2,3.999810633848458,5.522281780467609,4.178435794094205
OC90,ENSG00000253117,protein_coding,133071626,-,chr8,-7.643856189774724,-7.643856189774724,-7.643856189774724
OCA2,ENSG00000104044,protein_coding,28344444,-,chr15,-0.7121731327149189,0.8140991902745535,-0.5646914477374178
OCEL1,ENSG00000099330,protein_coding,17337027,+,chr19,3.9217124273804345,5.367213786540768,4.133974444608247
OCIAD1,ENSG00000109180,protein_coding,48833070,+,chr4,4.659947385674962,6.1535905368389,4.809182894710778
OCIAD2,ENSG00000145247,protein_coding,48908737,-,chr4,4.387383221522644,5.900985116195797,4.549207089355683
OCLN,ENSG00000197822,protein_coding,68788594,+,chr5,1.369773555863834,2.8401006261998503,1.5801937342867949
OCRL,ENSG00000122126,protein_coding,128674213,+,chrX,2.7132559017309736,4.176474375326174,2.9208839790930363
ODAM,ENSG00000109205,protein_coding,71063815,+,chr4,-5.974829424265094,-4.811978948583052,-5.844768883700721
ODC1,ENSG00000115758,protein_coding,10588445,-,chr2,6.170840421556633,7.590962737913443,6.329697689033281
ODF1,ENSG00000155087,protein_coding,103563811,+,chr8,-7.643856189774724,-7.643856189774724,-7.643856189774724
ODF2,ENSG00000136811,protein_coding,131218414,+,chr9,2.76850194743426,4.247995850011248,2.971515964299729
ODF2L,ENSG00000122417,protein_coding,86861948,-,chr1,1.1141670995470254,2.531393937824872,1.2944884192013268
ODF3,ENSG00000177947,protein_coding,196765,+,chr11,-5.878321443411747,-4.625934281777463,-5.779917739350753
ODF3B,ENSG00000177989,protein_coding,50970566,-,chr22,2.7976563386263105,4.273672533710008,2.998592686158095
ODF3L1,ENSG00000182950,protein_coding,76016375,+,chr15,-1.8406291533397967,-0.4246876693125632,-1.6157291074575857
ODF3L2,ENSG00000181781,protein_coding,474978,-,chr19,-4.313297789743922,-2.8793826387820585,-4.158429362604483
ODF4,ENSG00000184650,protein_coding,8243154,+,chr17,-7.643856189774724,-7.643856189774724,-7.643856189774724
OFD1,ENSG00000046651,protein_coding,13752832,+,chrX,2.465843897958808,3.8901450863324425,2.644179317274955
OGDH,ENSG00000105953,protein_coding,44646218,+,chr7,4.545140558300039,6.018396049278788,4.727571988019822
OGDHL,ENSG00000197444,protein_coding,50970322,-,chr10,2.2624932937285984,3.728584485854471,2.4444815504089967
OGFOD1,ENSG00000087263,protein_coding,56485425,+,chr16,2.403404076485321,3.923101628764436,2.594190219861658
OGFOD2,ENSG00000111325,protein_coding,123459747,+,chr12,-2.858305638035469,-1.4386983058546303,-2.710283551513701
OGFR,ENSG00000060491,protein_coding,61436146,+,chr20,3.8328596413178495,5.28286602654588,3.989175346836024
OGFRL1,ENSG00000119900,protein_coding,71998506,+,chr6,1.1871976495492866,2.640042438497136,1.3658044998719818
OGG1,ENSG00000114026,protein_coding,9791936,+,chr3,1.3237735636914725,2.8287331191509097,1.5249663318161122
OGN,ENSG00000106809,protein_coding,95166842,-,chr9,-0.5432989689917948,0.9105791755427606,-0.3360633936448297
OGT,ENSG00000147162,protein_coding,70752945,+,chrX,3.743978055484076,5.233236185252689,3.949282789520958
OIP5,ENSG00000104147,protein_coding,41624754,-,chr15,0.2046415656104208,1.7019925537313432,0.4221253328565199
OIT3,ENSG00000138315,protein_coding,74653506,+,chr10,-3.908334012478187,-2.524500012735049,-3.7582818254032975
OLA1,ENSG00000138430,protein_coding,175113250,-,chr2,4.473137487772256,5.96149599881188,4.681707870241479
OLAH,ENSG00000152463,protein_coding,15085936,+,chr10,-4.420433639839788,-3.084364376569687,-4.307572801910292
OLFM1,ENSG00000130558,protein_coding,137979506,+,chr9,-1.5513104482311597,-0.1096700506846276,-1.375197234747053
OLFM2,ENSG00000105088,protein_coding,10047177,-,chr19,2.9774814287341616,4.539735773739553,3.1499746816193808
OLFM3,ENSG00000118733,protein_coding,102462475,-,chr1,-4.213570916796944,-2.810966175609983,-4.0303245368567975
OLFM4,ENSG00000102837,protein_coding,53602936,+,chr13,-4.844768883700722,-3.494922085248385,-4.64025395309453
OLFML1,ENSG00000183801,protein_coding,7506724,+,chr11,1.31637748191973,2.7631353324794063,1.5022796761775787
OLFML2A,ENSG00000185585,protein_coding,127539377,+,chr9,1.8467139406714768,3.35879007970185,1.9940727912342884
OLFML2B,ENSG00000162745,protein_coding,161993616,-,chr1,2.548387300945516,3.987493687896473,2.709047960185091
OLFML3,ENSG00000116774,protein_coding,114522049,+,chr1,4.00655834985913,5.489202516043822,4.16262898878241
OLIG1,ENSG00000184221,protein_coding,34442439,+,chr21,-5.573466861883326,-4.383830533813269,-5.442222328605075
OLIG2,ENSG00000205927,protein_coding,34398234,+,chr21,-6.356975041986563,-5.327710447481368,-6.265344566520995
OLIG3,ENSG00000177468,protein_coding,137815524,-,chr6,-7.643856189774724,-7.643856189774724,-7.643856189774724
OLR1,ENSG00000173391,protein_coding,10324717,-,chr12,1.5333141565667916,2.9007026090758963,1.7248685146863958
OMD,ENSG00000127083,protein_coding,95186583,-,chr9,-1.455613533510315,-0.2068948519411221,-1.2796339686811926
OMG,ENSG00000126861,protein_coding,29624272,-,chr17,-3.060096436135226,-1.6757654377294688,-2.914847319436862
ONECUT1,ENSG00000169856,protein_coding,53082521,-,chr15,-7.0782590139205,-6.392894616241506,-6.9839316313723465
ONECUT2,ENSG00000119547,protein_coding,55102598,+,chr18,-3.906169428364864,-2.5220118918983485,-3.710283551513701
ONECUT3,ENSG00000205922,protein_coding,1753498,+,chr19,-6.573466861883327,-5.601211852366231,-6.467533417134262
OOEP,ENSG00000203907,protein_coding,74104859,-,chr6,-4.930160374931366,-3.561494220217251,-4.779917739350753
OPA1,ENSG00000198836,protein_coding,193310969,+,chr3,2.87385256194324,4.332185175229592,3.0540670225894653
OPA3,ENSG00000125741,protein_coding,46088027,-,chr19,1.1493894493589498,2.640875389965625,1.335368915103673
OPALIN,ENSG00000197430,protein_coding,98118746,-,chr10,-7.643856189774724,-7.643856189774724,-7.643856189774724
OPCML,ENSG00000183715,protein_coding,133402276,-,chr11,-6.380821783940931,-5.282087830355572,-6.276485124126196
OPHN1,ENSG00000079482,protein_coding,67653291,-,chrX,-0.1926450779423959,1.288949104584587,0.0011536946163702
OPN1LW,ENSG00000102076,protein_coding,153409714,+,chrX,-4.974829424265094,-3.65835575946984,-4.820106829466452
OPN1SW,ENSG00000128617,protein_coding,128415847,-,chr7,-5.429731384421878,-4.148161027150656,-5.321928094887363
OPN3,ENSG00000054277,protein_coding,241803649,-,chr1,-0.1143475487004126,1.3460207835554787,0.1047392162162374
OPN4,ENSG00000122375,protein_coding,88414298,+,chr10,-5.265344566520995,-3.993091630657823,-5.122805452873762
OPN5,ENSG00000124818,protein_coding,47754808,+,chr6,-7.643856189774724,-7.643856189774724,-7.643856189774724
OPRD1,ENSG00000116329,protein_coding,29138672,+,chr1,-4.787866492466244,-3.417347659966045,-4.654717182406492
OPRK1,ENSG00000082556,protein_coding,54164145,-,chr8,-3.930160374931366,-2.446934455954395,-3.7408179196618128
OPRL1,ENSG00000125510,protein_coding,62723307,+,chr20,-3.4453620361356414,-2.0075215873325427,-3.2736919092345147
OPRM1,ENSG00000112038,protein_coding,154360357,+,chr6,-7.310432456049534,-6.878321443411748,-7.265344566520995
OPTC,ENSG00000188770,protein_coding,203463245,+,chr1,-4.313297789743922,-2.9646576192078027,-4.137965260044767
OPTN,ENSG00000123240,protein_coding,13142075,+,chr10,4.410626033171343,5.887452159343096,4.59692918082516
OR10S1,ENSG00000196248,protein_coding,123848780,-,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR11A1,ENSG00000204694,protein_coding,29424835,-,chr6,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR1J2,ENSG00000197233,protein_coding,125231360,+,chr9,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR2H1,ENSG00000204688,protein_coding,29426272,+,chr6,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR2L13,ENSG00000196071,protein_coding,248100459,+,chr1,-4.342268543171539,-3.0081017984969645,-4.243318260190996
OR2M3,ENSG00000228198,protein_coding,248366073,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR4C6,ENSG00000181903,protein_coding,55425731,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR4N4,ENSG00000183706,protein_coding,22303179,+,chr15,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR51E1,ENSG00000180785,protein_coding,4665195,+,chr11,-2.6420539471407394,-1.1831136259850803,-2.453241329565228
OR51E2,ENSG00000167332,protein_coding,4719072,-,chr11,-5.243318260190996,-3.9105018491608976,-5.068543859087288
OR56B1,ENSG00000181023,protein_coding,5729407,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR5C1,ENSG00000148215,protein_coding,125551214,+,chr9,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR7A5,ENSG00000188269,protein_coding,14945975,-,chr19,-7.643856189774724,-7.643856189774724,-7.643856189774724
OR7C1,ENSG00000127530,protein_coding,14911494,-,chr19,-6.189680296588922,-5.102837036641166,-6.058893689053569
ORAI2,ENSG00000160991,protein_coding,102073966,+,chr7,1.846553489685281,3.3544098439135666,2.016211033155917
ORAI3,ENSG00000175938,protein_coding,30960375,+,chr16,2.248383029431442,3.706176880379602,2.446070917708046
ORC1,ENSG00000085840,protein_coding,52870063,-,chr1,1.4259963213510791,2.8887335091520265,1.6135787990443309
ORC2,ENSG00000115942,protein_coding,201828356,-,chr2,2.2014770379681385,3.6859737773090666,2.36230155281899
ORC3,ENSG00000135336,protein_coding,88299833,+,chr6,3.205892927507671,4.677660452938016,3.412916983302135
ORC4,ENSG00000115947,protein_coding,148778258,-,chr2,2.419134340861728,3.86713538986883,2.584866317845632
ORC5,ENSG00000164815,protein_coding,103848422,-,chr7,2.47383885289503,3.944240015402604,2.673533811037992
ORC6,ENSG00000091651,protein_coding,46723552,+,chr16,1.3413595898493464,2.80514797246787,1.518937929531565
ORM1,ENSG00000229314,protein_coding,117086005,+,chr9,-3.431286850923919,-1.937325637236608,-3.213570916796944
ORMDL1,ENSG00000128699,protein_coding,190649023,-,chr2,3.355312330357847,4.793230029689849,3.5480543215146017
ORMDL2,ENSG00000123353,protein_coding,56211817,+,chr12,2.6055180388013826,4.139886919024764,2.7865963618908065
ORMDL3,ENSG00000172057,protein_coding,38083802,-,chr17,3.0667092007513377,4.562022568225388,3.272963770453197
OS9,ENSG00000135506,protein_coding,58087901,+,chr12,4.78332568481352,6.248967397638805,4.923729185142956
OSBP,ENSG00000110048,protein_coding,59383188,-,chr11,3.606536983314782,5.086698859274438,3.799667583915953
OSBP2,ENSG00000184792,protein_coding,31277661,+,chr22,1.3062622397278507,2.79220984655652,1.4980465776604648
OSBPL10,ENSG00000144645,protein_coding,32022733,-,chr3,1.421802281157266,2.9739418361280543,1.6399730041620917
OSBPL11,ENSG00000144909,protein_coding,125314332,-,chr3,2.355213648395808,3.803960598817774,2.545943665211579
OSBPL1A,ENSG00000141447,protein_coding,21977748,-,chr18,2.0070519425164903,3.541043941495187,2.202260983562003
OSBPL2,ENSG00000130703,protein_coding,60813597,+,chr20,2.1845659483240656,3.6403895600549454,2.3510346216142466
OSBPL3,ENSG00000070882,protein_coding,25019766,-,chr7,2.2655569156025046,3.740722525511944,2.470510835177276
OSBPL5,ENSG00000021762,protein_coding,3186494,-,chr11,1.2804812743006235,2.748182113214323,1.446944323954726
OSBPL6,ENSG00000079156,protein_coding,179059188,+,chr2,-2.9873598192212296,-1.5872726614083572,-2.8129924330229668
