gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000120215,MLANA,ENSG00000120215.10,protein_coding,5890872,+,chr9,-2.9930916306578226,-1.4884307580275271,-2.7563309190331373
ENSG00000100427,MLC1,ENSG00000100427.16,protein_coding,50523843,-,chr22,-2.385337265063424,-0.9922304058540826,-2.2209504471625414
ENSG00000110917,MLEC,ENSG00000110917.8,protein_coding,121124921,+,chr12,4.984621247878708,6.438770232778768,5.171394999723229
ENSG00000178053,MLF1,ENSG00000178053.20,protein_coding,158288960,+,chr3,3.916266435144618,5.422862023918234,4.069581879751838
ENSG00000089693,MLF2,ENSG00000089693.11,protein_coding,6862249,-,chr12,6.679349195382581,8.155467428781963,6.909715510375654
ENSG00000076242,MLH1,ENSG00000076242.16,protein_coding,37034966,+,chr3,1.7625189096745548,3.2774045780146728,1.9214363308062976
ENSG00000119684,MLH3,ENSG00000119684.16,protein_coding,75518129,-,chr14,0.7678242678770207,2.287826867285081,0.9382481476867124
ENSG00000146147,MLIP,ENSG00000146147.15,protein_coding,53883755,+,chr6,-5.216250016992825,-3.921390165303634,-5.0782590139205
ENSG00000168404,MLKL,ENSG00000168404.13,protein_coding,74734742,-,chr16,0.0040339012844897,1.4627852625496305,0.2241637873416636
ENSG00000130382,MLLT1,ENSG00000130382.9,protein_coding,6279932,-,chr19,4.647406618021973,6.108731437305353,4.886272116420131
ENSG00000078403,MLLT10,ENSG00000078403.17,protein_coding,21823128,+,chr10,2.078404891867569,3.531119412105932,2.2842476009207564
ENSG00000213190,MLLT11,ENSG00000213190.4,protein_coding,151032860,+,chr1,1.1430015062424896,2.6073895000243987,1.3863695190868746
ENSG00000171843,MLLT3,ENSG00000171843.17,protein_coding,20622478,-,chr9,0.5821705905918425,2.0555774527419,0.7245629653066709
ENSG00000096395,MLN,ENSG00000096395.11,protein_coding,33771777,-,chr6,-5.088040034713085,-3.756330919033137,-4.934565554051367
ENSG00000102539,MLNR,ENSG00000102539.5,protein_coding,49794307,+,chr13,-3.2722973271627622,-1.9556758311877984,-3.121549296903336
ENSG00000115648,MLPH,ENSG00000115648.14,protein_coding,238395879,+,chr2,2.077516469702095,3.558243139874276,2.373453333430701
ENSG00000167965,MLST8,ENSG00000167965.18,protein_coding,2255447,+,chr16,3.824228141496029,5.278947462139673,3.9859921743444886
ENSG00000108788,MLX,ENSG00000108788.12,protein_coding,40719102,+,chr17,3.156881963966714,4.670585440262213,3.333667024873788
ENSG00000175727,MLXIP,ENSG00000175727.14,protein_coding,122516646,+,chr12,2.975666867610605,4.435288547293226,3.098705885315417
ENSG00000009950,MLXIPL,ENSG00000009950.16,protein_coding,73038839,-,chr7,1.3874728344059348,2.73874622322944,1.528021139611554
ENSG00000103150,MLYCD,ENSG00000103150.7,protein_coding,83932684,+,chr16,-0.4998098201580178,1.008415175529866,-0.3190455863542411
ENSG00000139428,MMAB,ENSG00000139428.12,protein_coding,110011288,-,chr12,1.873891924453396,3.3729799488986143,2.071899931565633
ENSG00000132763,MMACHC,ENSG00000132763.15,protein_coding,45965959,+,chr1,1.8021518487489916,3.257976116010765,1.980500634738784
ENSG00000168288,MMADHC,ENSG00000168288.13,protein_coding,150444213,-,chr2,5.26862527303821,6.7715673795318,5.449868368581405
ENSG00000108960,MMD,ENSG00000108960.9,protein_coding,53499218,-,chr17,2.489594312756166,4.002738519806929,2.672289552518632
ENSG00000136297,MMD2,ENSG00000136297.15,protein_coding,4998802,-,chr7,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000142606,MMEL1,ENSG00000142606.16,protein_coding,2524294,-,chr1,-0.4558113933530293,0.9991341231864383,-0.2845458728842823
ENSG00000166670,MMP10,ENSG00000166670.10,protein_coding,102651343,-,chr11,-1.2986727425870592,0.203389117367087,-1.080392953091645
ENSG00000099953,MMP11,ENSG00000099953.10,protein_coding,24115021,+,chr22,3.846954583696842,5.310576429830442,4.01066348768734
ENSG00000137745,MMP13,ENSG00000137745.12,protein_coding,102826454,-,chr11,-2.951205819739195,-1.4916727707196795,-2.741782610463982
ENSG00000102996,MMP15,ENSG00000102996.5,protein_coding,58059649,+,chr16,3.953609805459566,5.477742079031438,4.129802293695478
ENSG00000156103,MMP16,ENSG00000156103.16,protein_coding,89339870,-,chr8,-3.5063526660247897,-2.006941609418847,-3.2877123795494496
ENSG00000123342,MMP19,ENSG00000123342.16,protein_coding,56236711,-,chr12,0.8840117375835216,2.31877958657589,1.1221425842204475
ENSG00000087245,MMP2,ENSG00000087245.13,protein_coding,55513101,+,chr16,5.079019633034839,6.561225309262014,5.194146164830111
ENSG00000137674,MMP20,ENSG00000137674.4,protein_coding,102454326,-,chr11,-5.137965260044767,-3.871970611259359,-4.97029976578458
ENSG00000189409,MMP23B,ENSG00000189409.14,protein_coding,1567546,+,chr1,-0.474933407921789,1.0214797274104517,-0.2801594449357322
ENSG00000125966,MMP24,ENSG00000125966.10,protein_coding,33814480,+,chr20,0.7161568524296061,2.2164238224215227,0.8945267702573946
ENSG00000137675,MMP27,ENSG00000137675.5,protein_coding,102576468,-,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000149968,MMP3,ENSG00000149968.12,protein_coding,102714328,-,chr11,-4.832385159244889,-3.4281775931667964,-4.710283551513701
ENSG00000137673,MMP7,ENSG00000137673.9,protein_coding,102401469,-,chr11,5.29212649912848,6.669425096232507,5.41851380944987
ENSG00000118113,MMP8,ENSG00000118113.12,protein_coding,102595681,-,chr11,-4.947862376664824,-3.6259342817774622,-4.783886641553699
ENSG00000100985,MMP9,ENSG00000100985.7,protein_coding,44637526,+,chr20,3.077037861831247,4.549619889097735,3.2812976519041777
ENSG00000138722,MMRN1,ENSG00000138722.10,protein_coding,90815997,+,chr4,-2.5907448533151625,-1.1933047464682418,-2.401253683845745
ENSG00000173269,MMRN2,ENSG00000173269.14,protein_coding,88717337,-,chr10,1.910540801401149,3.425016115549553,2.0523115488849277
ENSG00000155229,MMS19,ENSG00000155229.21,protein_coding,99258135,-,chr10,3.886793989975289,5.3666089760312925,4.078515906180374
ENSG00000169184,MN1,ENSG00000169184.6,protein_coding,28197702,-,chr22,0.0600473836699389,1.4579619444526848,0.2728592916871096
ENSG00000020426,MNAT1,ENSG00000020426.11,protein_coding,61201445,+,chr14,1.7779561878431875,3.20704947170968,1.9421578927377936
ENSG00000121211,MND1,ENSG00000121211.8,protein_coding,154265825,+,chr4,-4.316168825598678,-2.8762013915373785,-4.155855418940656
ENSG00000163563,MNDA,ENSG00000163563.8,protein_coding,158801095,+,chr1,1.5236121358813997,3.0184383360025278,1.740668564140405
ENSG00000138587,MNS1,ENSG00000138587.6,protein_coding,56757233,-,chr15,1.2332745389909343,2.7137617902421445,1.3557492693564392
ENSG00000070444,MNT,ENSG00000070444.15,protein_coding,2304333,-,chr17,2.228818690495881,3.6899029530238607,2.3866730149227173
ENSG00000130675,MNX1,ENSG00000130675.15,protein_coding,156803329,-,chr7,-5.137965260044767,-3.787866492466244,-4.988504361162171
ENSG00000165943,MOAP1,ENSG00000165943.5,protein_coding,93651186,-,chr14,4.088777640367301,5.54978004823653,4.273568106261213
ENSG00000114978,MOB1A,ENSG00000114978.18,protein_coding,74405929,-,chr2,5.195182214411615,6.663676218926718,5.411433025292495
ENSG00000173542,MOB1B,ENSG00000173542.9,protein_coding,71768044,+,chr4,1.499322914988159,2.909753906475109,1.6530141437189458
ENSG00000182208,MOB2,ENSG00000182208.14,protein_coding,1507965,-,chr11,2.109059618276764,3.622813244297207,2.312897472897257
ENSG00000172081,MOB3A,ENSG00000172081.14,protein_coding,2096259,-,chr19,3.6304171211045455,5.122883890070839,3.7880383360647136
ENSG00000120162,MOB3B,ENSG00000120162.10,protein_coding,27529726,-,chr9,2.200316016154956,3.60502015306241,2.380230734997094
ENSG00000142961,MOB3C,ENSG00000142961.15,protein_coding,47079448,-,chr1,1.8512393240436336,3.370261945177192,2.0523115488849277
ENSG00000115540,MOB4,ENSG00000115540.15,protein_coding,198380763,+,chr2,2.846332840438096,4.31922050252387,3.0189011833086754
ENSG00000075643,MOCOS,ENSG00000075643.6,protein_coding,33767473,+,chr18,0.1187583889798344,1.5358041382703047,0.2412300355154453
ENSG00000124615,MOCS1,ENSG00000124615.20,protein_coding,39902185,-,chr6,2.722531600028062,4.161420141193664,2.942664631646001
ENSG00000164172,MOCS2,ENSG00000164172.20,protein_coding,52405564,-,chr5,2.247532616549302,3.7290959081371047,2.429803401960776
ENSG00000124217,MOCS3,ENSG00000124217.5,protein_coding,49575342,+,chr20,2.247532616549302,3.712232584952549,2.430285272977781
ENSG00000204655,MOG,ENSG00000204655.12,protein_coding,29624862,+,chr6,-6.795859283219775,-5.974829424265094,-6.764150423492437
ENSG00000124003,MOGAT1,ENSG00000124003.13,protein_coding,223536370,+,chr2,-5.102837036641166,-3.801883070847545,-4.952322024855524
ENSG00000166391,MOGAT2,ENSG00000166391.15,protein_coding,75428857,+,chr11,-4.5907448533151625,-3.1962769932258426,-4.483581358366132
ENSG00000106384,MOGAT3,ENSG00000106384.12,protein_coding,100844290,-,chr7,-6.417347659966045,-5.356975041986564,-6.321928094887362
ENSG00000115275,MOGS,ENSG00000115275.14,protein_coding,74692473,-,chr2,4.446176813297846,5.919864430152259,4.6258607745925175
ENSG00000080823,MOK,ENSG00000080823.23,protein_coding,102771462,-,chr14,0.4637270719885106,1.877508688671495,0.6317096447856027
ENSG00000164077,MON1A,ENSG00000164077.14,protein_coding,49967218,-,chr3,1.1840898270561262,2.655786861520046,1.3366261657635357
ENSG00000103111,MON1B,ENSG00000103111.15,protein_coding,77225071,+,chr16,2.5408704140189484,4.057944083262084,2.7371026436853416
ENSG00000061987,MON2,ENSG00000061987.16,protein_coding,62860581,+,chr12,1.0007211672436542,2.4291070817805,1.1744703380282593
ENSG00000114487,MORC1,ENSG00000114487.10,protein_coding,108836945,-,chr3,-6.310432456049533,-5.259806382979566,-6.20024953829911
ENSG00000133422,MORC2,ENSG00000133422.14,protein_coding,31364750,-,chr22,1.8011586560936983,3.288063200325316,1.9686806153569316
ENSG00000159256,MORC3,ENSG00000159256.13,protein_coding,37692481,+,chr21,1.9199502143638336,3.3805078193394458,2.0870893894968563
ENSG00000133131,MORC4,ENSG00000133131.15,protein_coding,106243435,-,chrX,1.0909888884147725,2.531643461337357,1.310223769546247
ENSG00000185787,MORF4L1,ENSG00000185787.15,protein_coding,79165151,+,chr15,4.898430883876226,6.362774947571226,5.072740378098584
ENSG00000123562,MORF4L2,ENSG00000123562.18,protein_coding,102941615,-,chrX,6.425338448480648,7.930525647924358,6.60785846540118
ENSG00000116151,MORN1,ENSG00000116151.14,protein_coding,2322973,-,chr1,-0.100360306348953,1.3716146178646562,0.1253866053658138
ENSG00000188010,MORN2,ENSG00000188010.15,protein_coding,39103109,+,chr2,3.729356990033319,5.256531400888615,3.899813678862913
ENSG00000139714,MORN3,ENSG00000139714.12,protein_coding,122110518,-,chr12,-0.6540359696571283,0.846232534168743,-0.4839848529963353
ENSG00000171160,MORN4,ENSG00000171160.18,protein_coding,99393242,-,chr10,1.970448759634493,3.4352685420464693,2.1628545281905107
ENSG00000185681,MORN5,ENSG00000185681.13,protein_coding,124922171,+,chr9,-0.6371093573341398,0.9699701011593164,-0.4373301738972977
ENSG00000101928,MOSPD1,ENSG00000101928.13,protein_coding,134049262,-,chrX,2.348827280791541,3.8356613747707615,2.5202965179898817
ENSG00000130150,MOSPD2,ENSG00000130150.12,protein_coding,14891522,+,chrX,1.4279279276152343,2.942064032663666,1.6254575365733073
ENSG00000106330,MOSPD3,ENSG00000106330.12,protein_coding,100210141,+,chr7,4.771769397809273,6.268595332831854,4.975267908061848
ENSG00000155363,MOV10,ENSG00000155363.18,protein_coding,113217309,+,chr1,3.835681584121711,5.295168317731868,4.042136503425356
ENSG00000073146,MOV10L1,ENSG00000073146.16,protein_coding,50552910,+,chr22,-3.932361283124637,-2.582079992188034,-3.750493979010853
ENSG00000079931,MOXD1,ENSG00000079931.15,protein_coding,132722604,-,chr6,0.0335111023613233,1.5402257005955395,0.1713349473987682
ENSG00000129255,MPDU1,ENSG00000129255.16,protein_coding,7487160,+,chr17,3.723056097208441,5.188282224976879,3.913865967543445
ENSG00000107186,MPDZ,ENSG00000107186.17,protein_coding,13279642,-,chr9,0.4998841458919099,1.9570973970637329,0.6761771241492803
ENSG00000197629,MPEG1,ENSG00000197629.6,protein_coding,58980342,-,chr11,1.86235219953202,3.330242865618232,2.1064488288957723
ENSG00000103152,MPG,ENSG00000103152.12,protein_coding,128201,+,chr16,3.956688622627364,5.417866013723713,4.142315403169859
ENSG00000124383,MPHOSPH10,ENSG00000124383.9,protein_coding,71357744,+,chr2,2.893168026088851,4.388706169226381,3.07633675657341
ENSG00000135698,MPHOSPH6,ENSG00000135698.10,protein_coding,82203780,-,chr16,2.3756511433959377,3.8501693313808847,2.572525917935596
ENSG00000196199,MPHOSPH8,ENSG00000196199.14,protein_coding,20207782,+,chr13,3.3269399580369665,4.762173385168776,3.482190016215455
ENSG00000051825,MPHOSPH9,ENSG00000051825.15,protein_coding,123717643,-,chr12,0.574149960509702,2.052102835708951,0.7121114994662765
ENSG00000178802,MPI,ENSG00000178802.18,protein_coding,75182370,+,chr15,2.3304436682290093,3.8067468009987184,2.494108348922342
ENSG00000117400,MPL,ENSG00000117400.18,protein_coding,43803475,+,chr1,-1.503486519123198,-0.0094081274124168,-1.3176064889372687
ENSG00000008382,MPND,ENSG00000008382.16,protein_coding,4343542,+,chr19,2.046735504874595,3.5353935872204434,2.260055774541448
ENSG00000005381,MPO,ENSG00000005381.8,protein_coding,56358287,-,chr17,-3.5530027593236118,-2.1597180585730555,-3.448508591452505
ENSG00000130830,MPP1,ENSG00000130830.15,protein_coding,154033686,-,chrX,1.5008020530571575,2.950673698967847,1.7029677670327663
ENSG00000108852,MPP2,ENSG00000108852.15,protein_coding,41984868,-,chr17,-0.5481427055234602,0.9519607287811294,-0.3540217245972157
ENSG00000161647,MPP3,ENSG00000161647.19,protein_coding,41910505,-,chr17,-0.348684197786196,1.0888200332985851,-0.2139055323709568
ENSG00000082126,MPP4,ENSG00000082126.18,protein_coding,202563351,-,chr2,-6.1177873781071375,-5.020925838854549,-5.956795501434833
ENSG00000072415,MPP5,ENSG00000072415.10,protein_coding,67708137,+,chr14,0.9718837829389726,2.473189452438936,1.1334977678596072
ENSG00000105926,MPP6,ENSG00000105926.16,protein_coding,24613062,+,chr7,0.1952215932528442,1.6168281666049324,0.4327456588438477
ENSG00000154889,MPPE1,ENSG00000154889.17,protein_coding,11908297,-,chr18,0.675454647744378,2.128920236583243,0.8734982510149581
ENSG00000186732,MPPED1,ENSG00000186732.14,protein_coding,43808085,+,chr22,-6.748553568441418,-5.89539495677069,-6.643856189774724
ENSG00000133030,MPRIP,ENSG00000133030.22,protein_coding,16945743,+,chr17,2.271037159916463,3.7566603929559865,2.414243798718688
ENSG00000115204,MPV17,ENSG00000115204.15,protein_coding,27545939,-,chr2,3.8569956462353634,5.333087351918637,4.048541365693761
ENSG00000156968,MPV17L,ENSG00000156968.9,protein_coding,15489603,+,chr16,-0.088653555896428,1.2907782513201798,0.1186255135442453
ENSG00000254858,MPV17L2,ENSG00000254858.10,protein_coding,18304041,+,chr19,3.3807432991959026,4.846663801655179,3.611278630266982
ENSG00000158887,MPZ,ENSG00000158887.19,protein_coding,161279749,-,chr1,-0.5771211610426934,0.93251477771122,-0.4244940319670086
ENSG00000197965,MPZL1,ENSG00000197965.12,protein_coding,167691191,+,chr1,4.203130664608776,5.639258214890802,4.400169011527763
ENSG00000149573,MPZL2,ENSG00000149573.9,protein_coding,118134997,-,chr11,3.7572153085061015,5.198372352347651,3.967841831108302
ENSG00000160588,MPZL3,ENSG00000160588.10,protein_coding,118122996,-,chr11,1.309816466904399,2.783875677029723,1.4810922369063506
ENSG00000170262,MRAP,ENSG00000170262.13,protein_coding,33671264,+,chr21,-5.011587974275212,-3.687799537362322,-4.836501267717121
ENSG00000135324,MRAP2,ENSG00000135324.6,protein_coding,84743436,+,chr6,-0.2885931995541527,1.264836648467779,-0.0656722216846304
ENSG00000158186,MRAS,ENSG00000158186.13,protein_coding,138067413,+,chr3,1.9739418361280536,3.448715978384969,2.15704371014558
ENSG00000011028,MRC2,ENSG00000011028.14,protein_coding,60705021,+,chr17,3.7696553881835446,5.224549697712754,3.9585271961774535
ENSG00000118242,MREG,ENSG00000118242.16,protein_coding,216878240,-,chr2,2.30891417306228,3.755571284410235,2.495004345374403
ENSG00000178988,MRFAP1L1,ENSG00000178988.11,protein_coding,6711558,-,chr4,4.683937818888479,6.141338777253215,4.852857804159528
ENSG00000184350,MRGPRE,ENSG00000184350.11,protein_coding,3253635,-,chr11,-4.189680296588923,-2.809954113105561,-4.002310160687202
ENSG00000172935,MRGPRF,ENSG00000172935.9,protein_coding,68780701,-,chr11,0.6966170652124262,2.2346852478566257,0.8944491621968638
ENSG00000170255,MRGPRX1,ENSG00000170255.7,protein_coding,18960954,-,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000183695,MRGPRX2,ENSG00000183695.3,protein_coding,19082233,-,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000037757,MRI1,ENSG00000037757.14,protein_coding,13875316,+,chr19,2.64910956494293,4.0860618984371975,2.85089941238573
ENSG00000134042,MRO,ENSG00000134042.14,protein_coding,48345970,-,chr18,-2.525330340839057,-1.027086823481222,-2.346664773208869
ENSG00000148187,MRRF,ENSG00000148187.18,protein_coding,125027127,+,chr9,1.3562565163728182,2.837721271732748,1.5351073764735257
ENSG00000124532,MRS2,ENSG00000124532.15,protein_coding,24403144,+,chr6,3.0773113714848246,4.545962193171522,3.2333052212474174
ENSG00000053372,MRTO4,ENSG00000053372.5,protein_coding,19578280,+,chr1,4.270753178068689,5.722578047577592,4.478945926862897
ENSG00000156738,MS4A1,ENSG00000156738.18,protein_coding,60223312,+,chr11,-4.687799537362322,-3.284897363942396,-4.42352623489517
ENSG00000172689,MS4A10,ENSG00000172689.2,protein_coding,60552797,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000071203,MS4A12,ENSG00000071203.9,protein_coding,60260248,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000204979,MS4A13,ENSG00000204979.8,protein_coding,60282862,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000166928,MS4A14,ENSG00000166928.11,protein_coding,60145997,+,chr11,-2.0855885557189886,-0.63464340296952,-1.878321443411748
ENSG00000166961,MS4A15,ENSG00000166961.15,protein_coding,60534998,+,chr11,-1.049904905826314,0.4621570478473946,-0.8484009177306034
ENSG00000149534,MS4A2,ENSG00000149534.9,protein_coding,59856130,+,chr11,-5.636660688370521,-4.4081291299366665,-5.499809820158018
ENSG00000149516,MS4A3,ENSG00000149516.14,protein_coding,59824127,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000214787,MS4A4E,ENSG00000214787.10,protein_coding,60010577,-,chr11,-3.392894616241506,-1.9971174914668788,-3.261188937029684
ENSG00000166930,MS4A5,ENSG00000166930.7,protein_coding,60197040,+,chr11,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000151379,MSGN1,ENSG00000151379.4,protein_coding,17997725,+,chr2,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000095002,MSH2,ENSG00000095002.15,protein_coding,47630255,+,chr2,1.8499592396311213,3.329998996296484,2.00482495109868
