<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
7267,LGALS3,ENSG00000131981,ENSG00000131981.16,protein_coding,55129258,+,chr14
7268,LGALS3BP,ENSG00000108679,ENSG00000108679.13,protein_coding,78979969,-,chr17
7269,LGALS4,ENSG00000171747,ENSG00000171747.9,protein_coding,38812951,-,chr19
7270,LGALS7B,ENSG00000178934,ENSG00000178934.5,protein_coding,38789205,+,chr19
7271,LGALS8,ENSG00000116977,ENSG00000116977.19,protein_coding,236524029,+,chr1
7272,LGALS9,ENSG00000168961,ENSG00000168961.17,protein_coding,27631228,+,chr17
7273,LGALS9C,ENSG00000171916,ENSG00000171916.17,protein_coding,18476805,+,chr17
7274,LGALSL,ENSG00000119862,ENSG00000119862.13,protein_coding,64454230,+,chr2
7275,LGI1,ENSG00000108231,ENSG00000108231.14,protein_coding,93757986,+,chr10
7276,LGI2,ENSG00000153012,ENSG00000153012.12,protein_coding,25030970,-,chr4
7277,LGI3,ENSG00000168481,ENSG00000168481.9,protein_coding,22156813,-,chr8
7278,LGI4,ENSG00000153902,ENSG00000153902.14,protein_coding,35135068,-,chr19
7279,LGMN,ENSG00000100600,ENSG00000100600.15,protein_coding,92748634,-,chr14
7280,LGR4,ENSG00000205213,ENSG00000205213.14,protein_coding,27472800,-,chr11
7281,LGR5,ENSG00000139292,ENSG00000139292.13,protein_coding,71439808,+,chr12
7282,LGR6,ENSG00000133067,ENSG00000133067.18,protein_coding,202193817,+,chr1
7283,LGSN,ENSG00000146166,ENSG00000146166.17,protein_coding,63319986,-,chr6
7284,LHB,ENSG00000104826,ENSG00000104826.15,protein_coding,49017110,-,chr19
7285,LHCGR,ENSG00000138039,ENSG00000138039.15,protein_coding,48755698,-,chr2
7286,LHFPL1,ENSG00000182508,ENSG00000182508.14,protein_coding,112679945,-,chrX
7287,LHFPL2,ENSG00000145685,ENSG00000145685.14,protein_coding,78648783,-,chr5
7288,LHFPL3,ENSG00000187416,ENSG00000187416.13,protein_coding,104328840,+,chr7
7289,LHFPL4,ENSG00000156959,ENSG00000156959.9,protein_coding,9553830,-,chr3
7290,LHFPL5,ENSG00000197753,ENSG00000197753.11,protein_coding,35805366,+,chr6
7291,LHPP,ENSG00000107902,ENSG00000107902.14,protein_coding,124461868,+,chr10
7292,LHX2,ENSG00000106689,ENSG00000106689.11,protein_coding,124011776,+,chr9
7293,LHX3,ENSG00000107187,ENSG00000107187.17,protein_coding,136203166,-,chr9
7294,LHX4,ENSG00000121454,ENSG00000121454.6,protein_coding,180230291,+,chr1
7295,LHX5,ENSG00000089116,ENSG00000089116.4,protein_coding,113471876,-,chr12
7296,LHX6,ENSG00000106852,ENSG00000106852.15,protein_coding,122228967,-,chr9
7297,LHX8,ENSG00000162624,ENSG00000162624.15,protein_coding,75136408,+,chr1
7298,LHX9,ENSG00000143355,ENSG00000143355.16,protein_coding,197917428,+,chr1
7299,LIAS,ENSG00000121897,ENSG00000121897.15,protein_coding,39459116,+,chr4
7300,LIF,ENSG00000128342,ENSG00000128342.5,protein_coding,30246765,-,chr22
7301,LIFR,ENSG00000113594,ENSG00000113594.10,protein_coding,38556669,-,chr5
7302,LIG1,ENSG00000105486,ENSG00000105486.14,protein_coding,48170373,-,chr19
7303,LIG3,ENSG00000005156,ENSG00000005156.12,protein_coding,34980579,+,chr17
7304,LIG4,ENSG00000174405,ENSG00000174405.14,protein_coding,108215572,-,chr13
7305,LILRA1,ENSG00000104974,ENSG00000104974.12,protein_coding,54593671,+,chr19
7306,LILRA2,ENSG00000239998,ENSG00000239998.6,protein_coding,54573820,+,chr19
7307,LILRA4,ENSG00000239961,ENSG00000239961.3,protein_coding,54339168,-,chr19
7308,LILRA5,ENSG00000187116,ENSG00000187116.14,protein_coding,54313177,-,chr19
7309,LILRB1,ENSG00000104972,ENSG00000104972.16,protein_coding,54630491,+,chr19
7310,LILRB2,ENSG00000131042,ENSG00000131042.15,protein_coding,54281116,-,chr19
7311,LILRB3,ENSG00000204577,ENSG00000204577.11,protein_coding,54223015,-,chr19
7312,LILRB4,ENSG00000186818,ENSG00000186818.12,protein_coding,54663009,+,chr19
7313,LILRB5,ENSG00000105609,ENSG00000105609.17,protein_coding,54257283,-,chr19
7314,LIM2,ENSG00000105370,ENSG00000105370.8,protein_coding,51387979,-,chr19
7315,LIMA1,ENSG00000050405,ENSG00000050405.13,protein_coding,50222722,-,chr12
7316,LIMCH1,ENSG00000064042,ENSG00000064042.18,protein_coding,41360824,+,chr4
7317,LIMD1,ENSG00000144791,ENSG00000144791.10,protein_coding,45594166,+,chr3
7318,LIMD2,ENSG00000136490,ENSG00000136490.9,protein_coding,63700142,-,chr17
7319,LIME1,ENSG00000203896,ENSG00000203896.10,protein_coding,63736670,+,chr20
7320,LIMK1,ENSG00000106683,ENSG00000106683.15,protein_coding,74083847,+,chr7
7321,LIMK2,ENSG00000182541,ENSG00000182541.18,protein_coding,31212317,+,chr22
7322,LIMS1,ENSG00000169756,ENSG00000169756.16,protein_coding,108534477,+,chr2
7323,LIMS2,ENSG00000072163,ENSG00000072163.20,protein_coding,127675152,-,chr2
7324,LIN28A,ENSG00000131914,ENSG00000131914.11,protein_coding,26410831,+,chr1
7325,LIN28B,ENSG00000187772,ENSG00000187772.8,protein_coding,104957684,+,chr6
7326,LIN52,ENSG00000205659,ENSG00000205659.11,protein_coding,74084977,+,chr14
7327,LIN54,ENSG00000189308,ENSG00000189308.11,protein_coding,83012923,-,chr4
7328,LIN7A,ENSG00000111052,ENSG00000111052.8,protein_coding,80937726,-,chr12
7329,LIN7B,ENSG00000104863,ENSG00000104863.12,protein_coding,49114401,+,chr19
7330,LIN7C,ENSG00000148943,ENSG00000148943.12,protein_coding,27506789,-,chr11
7331,LIN9,ENSG00000183814,ENSG00000183814.16,protein_coding,226309183,-,chr1
7332,LINGO1,ENSG00000169783,ENSG00000169783.13,protein_coding,77632948,-,chr15
7333,LINGO2,ENSG00000174482,ENSG00000174482.10,protein_coding,28295348,-,chr9
7334,LINGO3,ENSG00000220008,ENSG00000220008.3,protein_coding,2308160,-,chr19
7335,LINGO4,ENSG00000213171,ENSG00000213171.3,protein_coding,151805421,-,chr1
7336,LIPA,ENSG00000107798,ENSG00000107798.18,protein_coding,89251879,-,chr10
7337,LIPC,ENSG00000166035,ENSG00000166035.11,protein_coding,58410578,+,chr15
7338,LIPE,ENSG00000079435,ENSG00000079435.10,protein_coding,42423688,-,chr19
7339,LIPF,ENSG00000182333,ENSG00000182333.15,protein_coding,88664446,+,chr10
7340,LIPG,ENSG00000101670,ENSG00000101670.12,protein_coding,49562067,+,chr18
7341,LIPH,ENSG00000163898,ENSG00000163898.10,protein_coding,185552594,-,chr3
7342,LIPI,ENSG00000188992,ENSG00000188992.12,protein_coding,14210945,-,chr21
7343,LIPJ,ENSG00000204022,ENSG00000204022.9,protein_coding,88586786,+,chr10
7344,LIPM,ENSG00000173239,ENSG00000173239.14,protein_coding,88802777,+,chr10
7345,LIPN,ENSG00000204020,ENSG00000204020.6,protein_coding,88760031,+,chr10
7346,LIPT1,ENSG00000144182,ENSG00000144182.17,protein_coding,99155035,+,chr2
7347,LIPT2,ENSG00000175536,ENSG00000175536.7,protein_coding,74493730,-,chr11
7348,LITAF,ENSG00000189067,ENSG00000189067.14,protein_coding,11586931,-,chr16
7349,LIX1,ENSG00000145721,ENSG00000145721.12,protein_coding,97142811,-,chr5
7350,LLGL1,ENSG00000131899,ENSG00000131899.11,protein_coding,18225669,+,chr17
7351,LLGL2,ENSG00000073350,ENSG00000073350.14,protein_coding,75525750,+,chr17
7352,LLPH,ENSG00000139233,ENSG00000139233.7,protein_coding,66130761,-,chr12
7353,LMAN1,ENSG00000074695,ENSG00000074695.6,protein_coding,59359276,-,chr18
7354,LMAN1L,ENSG00000140506,ENSG00000140506.17,protein_coding,74812851,+,chr15
7355,LMAN2,ENSG00000169223,ENSG00000169223.15,protein_coding,177351683,-,chr5
7356,LMAN2L,ENSG00000114988,ENSG00000114988.12,protein_coding,96740079,-,chr2
7357,LMBR1,ENSG00000105983,ENSG00000105983.23,protein_coding,156893190,-,chr7
7358,LMBR1L,ENSG00000139636,ENSG00000139636.16,protein_coding,49110721,-,chr12
7359,LMBRD1,ENSG00000168216,ENSG00000168216.13,protein_coding,69797016,-,chr6
7360,LMBRD2,ENSG00000164187,ENSG00000164187.7,protein_coding,36151920,-,chr5
7361,LMCD1,ENSG00000071282,ENSG00000071282.12,protein_coding,8501832,+,chr3
7362,LMF1,ENSG00000103227,ENSG00000103227.19,protein_coding,981620,-,chr16
7363,LMF2,ENSG00000100258,ENSG00000100258.18,protein_coding,50507711,-,chr22
7364,LMLN,ENSG00000185621,ENSG00000185621.11,protein_coding,197960249,+,chr3
7365,LMNA,ENSG00000160789,ENSG00000160789.24,protein_coding,156114719,+,chr1
7366,LMNB1,ENSG00000113368,ENSG00000113368.12,protein_coding,126777236,+,chr5
7367,LMNB2,ENSG00000176619,ENSG00000176619.13,protein_coding,2456985,-,chr19
7368,LMO1,ENSG00000166407,ENSG00000166407.14,protein_coding,8268793,-,chr11
7369,LMO2,ENSG00000135363,ENSG00000135363.12,protein_coding,33869888,-,chr11
7370,LMO3,ENSG00000048540,ENSG00000048540.15,protein_coding,16606503,-,chr12
7371,LMO4,ENSG00000143013,ENSG00000143013.13,protein_coding,87328902,+,chr1
7372,LMO7,ENSG00000136153,ENSG00000136153.20,protein_coding,75636358,+,chr13
7373,LMOD1,ENSG00000163431,ENSG00000163431.13,protein_coding,201946594,-,chr1
7374,LMOD2,ENSG00000170807,ENSG00000170807.12,protein_coding,123655872,+,chr7
7375,LMOD3,ENSG00000163380,ENSG00000163380.16,protein_coding,69122603,-,chr3
7376,LMTK2,ENSG00000164715,ENSG00000164715.6,protein_coding,98106878,+,chr7
7377,LMTK3,ENSG00000142235,ENSG00000142235.13,protein_coding,48513686,-,chr19
7378,LMX1A,ENSG00000162761,ENSG00000162761.14,protein_coding,165356721,-,chr1
7379,LMX1B,ENSG00000136944,ENSG00000136944.19,protein_coding,126613946,+,chr9
7380,LNP1,ENSG00000206535,ENSG00000206535.8,protein_coding,100401587,+,chr3
7381,LNPEP,ENSG00000113441,ENSG00000113441.16,protein_coding,96936128,+,chr5
7382,LNX1,ENSG00000072201,ENSG00000072201.14,protein_coding,53558227,-,chr4
7383,LNX2,ENSG00000139517,ENSG00000139517.9,protein_coding,27620614,-,chr13
7384,LONP1,ENSG00000196365,ENSG00000196365.12,protein_coding,5720178,-,chr19
7385,LONP2,ENSG00000102910,ENSG00000102910.14,protein_coding,48244425,+,chr16
7386,LONRF1,ENSG00000154359,ENSG00000154359.13,protein_coding,12755540,-,chr8
7387,LONRF2,ENSG00000170500,ENSG00000170500.13,protein_coding,100322440,-,chr2
7388,LONRF3,ENSG00000175556,ENSG00000175556.17,protein_coding,118974626,+,chrX
7389,LOX,ENSG00000113083,ENSG00000113083.15,protein_coding,122078270,-,chr5
7390,LOXHD1,ENSG00000167210,ENSG00000167210.17,protein_coding,46601422,-,chr18
7391,LOXL1,ENSG00000129038,ENSG00000129038.16,protein_coding,73926472,+,chr15
7392,LOXL2,ENSG00000134013,ENSG00000134013.16,protein_coding,23404128,-,chr8
7393,LOXL3,ENSG00000115318,ENSG00000115318.12,protein_coding,74553949,-,chr2
7394,LOXL4,ENSG00000138131,ENSG00000138131.4,protein_coding,98268201,-,chr10
7395,LPA,ENSG00000198670,ENSG00000198670.12,protein_coding,160664276,-,chr6
7396,LPAR1,ENSG00000198121,ENSG00000198121.14,protein_coding,111038501,-,chr9
7397,LPAR2,ENSG00000064547,ENSG00000064547.14,protein_coding,19628242,-,chr19
7398,LPAR3,ENSG00000171517,ENSG00000171517.6,protein_coding,84893223,-,chr1
7399,LPAR4,ENSG00000147145,ENSG00000147145.13,protein_coding,78747751,+,chrX
7400,LPAR5,ENSG00000184574,ENSG00000184574.10,protein_coding,6635975,-,chr12
7401,LPAR6,ENSG00000139679,ENSG00000139679.16,protein_coding,48413124,-,chr13
7402,LPCAT1,ENSG00000153395,ENSG00000153395.10,protein_coding,1523993,-,chr5
7403,LPCAT2,ENSG00000087253,ENSG00000087253.13,protein_coding,55509091,+,chr16
7404,LPCAT3,ENSG00000111684,ENSG00000111684.11,protein_coding,7018531,-,chr12
7405,LPCAT4,ENSG00000176454,ENSG00000176454.14,protein_coding,34367204,-,chr15
7406,LPGAT1,ENSG00000123684,ENSG00000123684.13,protein_coding,211830826,-,chr1
7407,LPIN1,ENSG00000134324,ENSG00000134324.12,protein_coding,11746650,+,chr2
7408,LPIN2,ENSG00000101577,ENSG00000101577.10,protein_coding,3013156,-,chr18
7409,LPIN3,ENSG00000132793,ENSG00000132793.12,protein_coding,41340876,+,chr20
7410,LPL,ENSG00000175445,ENSG00000175445.17,protein_coding,19939262,+,chr8
7411,LPO,ENSG00000167419,ENSG00000167419.11,protein_coding,58238706,+,chr17
7412,LPP,ENSG00000145012,ENSG00000145012.14,protein_coding,188153991,+,chr3
7413,LPXN,ENSG00000110031,ENSG00000110031.13,protein_coding,58575865,-,chr11
7414,LRAT,ENSG00000121207,ENSG00000121207.12,protein_coding,154744006,+,chr4
7415,LRBA,ENSG00000198589,ENSG00000198589.14,protein_coding,151015739,-,chr4
7416,LRCH1,ENSG00000136141,ENSG00000136141.15,protein_coding,46553186,+,chr13
7417,LRCH2,ENSG00000130224,ENSG00000130224.15,protein_coding,115234077,-,chrX
7418,LRCH3,ENSG00000186001,ENSG00000186001.14,protein_coding,197791275,+,chr3
7419,LRCH4,ENSG00000077454,ENSG00000077454.16,protein_coding,100586158,-,chr7
7420,LRFN1,ENSG00000128011,ENSG00000128011.5,protein_coding,39315317,-,chr19
7421,LRFN2,ENSG00000156564,ENSG00000156564.9,protein_coding,40587396,-,chr6
7422,LRFN3,ENSG00000126243,ENSG00000126243.9,protein_coding,35936405,+,chr19
7423,LRFN4,ENSG00000173621,ENSG00000173621.9,protein_coding,66857121,+,chr11
7424,LRFN5,ENSG00000165379,ENSG00000165379.14,protein_coding,41608339,+,chr14
7425,LRG1,ENSG00000171236,ENSG00000171236.10,protein_coding,4540046,-,chr19
7426,LRGUK,ENSG00000155530,ENSG00000155530.3,protein_coding,134127369,+,chr7
7427,LRIF1,ENSG00000121931,ENSG00000121931.16,protein_coding,110963929,-,chr1
7428,LRIG1,ENSG00000144749,ENSG00000144749.14,protein_coding,66501030,-,chr3
7429,LRIG2,ENSG00000198799,ENSG00000198799.12,protein_coding,113073262,+,chr1
7430,LRIG3,ENSG00000139263,ENSG00000139263.12,protein_coding,58920524,-,chr12
7431,LRIT1,ENSG00000148602,ENSG00000148602.6,protein_coding,84241535,-,chr10
7432,LRIT2,ENSG00000204033,ENSG00000204033.10,protein_coding,84225549,-,chr10
7433,LRP1,ENSG00000123384,ENSG00000123384.14,protein_coding,57128530,+,chr12
7434,LRP10,ENSG00000197324,ENSG00000197324.9,protein_coding,22871858,+,chr14
7435,LRP11,ENSG00000120256,ENSG00000120256.11,protein_coding,149864365,-,chr6
7436,LRP12,ENSG00000147650,ENSG00000147650.12,protein_coding,104589292,-,chr8
7437,LRP1B,ENSG00000168702,ENSG00000168702.18,protein_coding,142130978,-,chr2
7438,LRP2,ENSG00000081479,ENSG00000081479.15,protein_coding,169362540,-,chr2
7439,LRP2BP,ENSG00000109771,ENSG00000109771.16,protein_coding,185395929,-,chr4
7440,LRP3,ENSG00000130881,ENSG00000130881.14,protein_coding,33194364,+,chr19
7441,LRP4,ENSG00000134569,ENSG00000134569.10,protein_coding,46918584,-,chr11
7442,LRP5,ENSG00000162337,ENSG00000162337.12,protein_coding,68312659,+,chr11
7443,LRP6,ENSG00000070018,ENSG00000070018.9,protein_coding,12267055,-,chr12
7444,LRP8,ENSG00000157193,ENSG00000157193.18,protein_coding,53328117,-,chr1
7445,LRPAP1,ENSG00000163956,ENSG00000163956.13,protein_coding,3532431,-,chr4
7446,LRPPRC,ENSG00000138095,ENSG00000138095.20,protein_coding,43995996,-,chr2
7447,LRR1,ENSG00000165501,ENSG00000165501.17,protein_coding,49598956,+,chr14
7448,LRRC1,ENSG00000137269,ENSG00000137269.15,protein_coding,53795019,+,chr6
7449,LRRC10,ENSG00000198812,ENSG00000198812.5,protein_coding,69610914,-,chr12
7450,LRRC10B,ENSG00000204950,ENSG00000204950.4,protein_coding,61508755,+,chr11
7451,LRRC14,ENSG00000160959,ENSG00000160959.8,protein_coding,144518017,+,chr8
7452,LRRC14B,ENSG00000185028,ENSG00000185028.4,protein_coding,191500,+,chr5
7453,LRRC15,ENSG00000172061,ENSG00000172061.9,protein_coding,194369750,-,chr3
7454,LRRC17,ENSG00000128606,ENSG00000128606.13,protein_coding,102913009,+,chr7
7455,LRRC19,ENSG00000184434,ENSG00000184434.8,protein_coding,27005677,-,chr9
7456,LRRC2,ENSG00000163827,ENSG00000163827.14,protein_coding,46566320,-,chr3
7457,LRRC20,ENSG00000172731,ENSG00000172731.15,protein_coding,70382639,-,chr10
7458,LRRC23,ENSG00000010626,ENSG00000010626.15,protein_coding,6904881,+,chr12
7459,LRRC24,ENSG00000254402,ENSG00000254402.7,protein_coding,144527045,-,chr8
7460,LRRC25,ENSG00000175489,ENSG00000175489.10,protein_coding,18397650,-,chr19
7461,LRRC26,ENSG00000184709,ENSG00000184709.7,protein_coding,137170058,-,chr9
7462,LRRC27,ENSG00000148814,ENSG00000148814.18,protein_coding,132332220,+,chr10
7463,LRRC28,ENSG00000168904,ENSG00000168904.15,protein_coding,99251510,+,chr15
7464,LRRC3,ENSG00000160233,ENSG00000160233.8,protein_coding,44455537,+,chr21
7465,LRRC30,ENSG00000206422,ENSG00000206422.2,protein_coding,7230876,+,chr18
7466,LRRC31,ENSG00000114248,ENSG00000114248.10,protein_coding,169869940,-,chr3
7467,LRRC32,ENSG00000137507,ENSG00000137507.11,protein_coding,76670754,-,chr11
7468,LRRC34,ENSG00000171757,ENSG00000171757.17,protein_coding,169812939,-,chr3
7469,LRRC36,ENSG00000159708,ENSG00000159708.18,protein_coding,67326849,+,chr16
7470,LRRC37A3,ENSG00000176809,ENSG00000176809.11,protein_coding,64919488,-,chr17
7471,LRRC37B,ENSG00000185158,ENSG00000185158.12,protein_coding,32007595,+,chr17
7472,LRRC38,ENSG00000162494,ENSG00000162494.6,protein_coding,13514026,-,chr1
7473,LRRC39,ENSG00000122477,ENSG00000122477.13,protein_coding,100178273,-,chr1
7474,LRRC3B,ENSG00000179796,ENSG00000179796.12,protein_coding,26622838,+,chr3
7475,LRRC4,ENSG00000128594,ENSG00000128594.8,protein_coding,128032138,-,chr7
7476,LRRC40,ENSG00000066557,ENSG00000066557.6,protein_coding,70205597,-,chr1
7477,LRRC41,ENSG00000132128,ENSG00000132128.17,protein_coding,46303285,-,chr1
7478,LRRC42,ENSG00000116212,ENSG00000116212.15,protein_coding,53946390,+,chr1
7479,LRRC43,ENSG00000158113,ENSG00000158113.13,protein_coding,122183151,+,chr12
7480,LRRC45,ENSG00000169683,ENSG00000169683.8,protein_coding,82023326,+,chr17
7481,LRRC46,ENSG00000141294,ENSG00000141294.10,protein_coding,47831695,+,chr17
7482,LRRC47,ENSG00000130764,ENSG00000130764.10,protein_coding,3796517,-,chr1
7483,LRRC49,ENSG00000137821,ENSG00000137821.12,protein_coding,70892875,+,chr15
7484,LRRC4B,ENSG00000131409,ENSG00000131409.13,protein_coding,50568446,-,chr19
7485,LRRC4C,ENSG00000148948,ENSG00000148948.8,protein_coding,41459665,-,chr11
7486,LRRC52,ENSG00000162763,ENSG00000162763.4,protein_coding,165544011,+,chr1
7487,LRRC53,ENSG00000162621,ENSG00000162621.7,protein_coding,74512614,-,chr1
7488,LRRC55,ENSG00000183908,ENSG00000183908.7,protein_coding,57181964,+,chr11
7489,LRRC56,ENSG00000161328,ENSG00000161328.11,protein_coding,537537,+,chr11
7490,LRRC57,ENSG00000180979,ENSG00000180979.10,protein_coding,42548807,-,chr15
7491,LRRC58,ENSG00000163428,ENSG00000163428.4,protein_coding,120349362,-,chr3
7492,LRRC59,ENSG00000108829,ENSG00000108829.10,protein_coding,50397553,-,chr17
7493,LRRC6,ENSG00000129295,ENSG00000129295.9,protein_coding,132675564,-,chr8
7494,LRRC61,ENSG00000127399,ENSG00000127399.15,protein_coding,150323388,+,chr7
7495,LRRC63,ENSG00000173988,ENSG00000173988.13,protein_coding,46211980,+,chr13
7496,LRRC66,ENSG00000188993,ENSG00000188993.4,protein_coding,52017940,-,chr4
7497,LRRC69,ENSG00000214954,ENSG00000214954.8,protein_coding,91102616,+,chr8
7498,LRRC7,ENSG00000033122,ENSG00000033122.21,protein_coding,69567944,+,chr1
7499,LRRC70,ENSG00000186105,ENSG00000186105.8,protein_coding,62578858,+,chr5
7500,LRRC71,ENSG00000160838,ENSG00000160838.14,protein_coding,156920666,+,chr1
7501,LRRC72,ENSG00000205858,ENSG00000205858.10,protein_coding,16526853,+,chr7
7502,LRRC73,ENSG00000204052,ENSG00000204052.4,protein_coding,43510365,-,chr6
7503,LRRC8A,ENSG00000136802,ENSG00000136802.12,protein_coding,128882191,+,chr9
7504,LRRC8B,ENSG00000197147,ENSG00000197147.15,protein_coding,89524934,+,chr1
7505,LRRC8C,ENSG00000171488,ENSG00000171488.15,protein_coding,89633168,+,chr1
7506,LRRC8D,ENSG00000171492,ENSG00000171492.14,protein_coding,89821058,+,chr1
7507,LRRC8E,ENSG00000171017,ENSG00000171017.11,protein_coding,7888523,+,chr19
7508,LRRCC1,ENSG00000133739,ENSG00000133739.16,protein_coding,85107252,+,chr8
7509,LRRD1,ENSG00000240720,ENSG00000240720.10,protein_coding,92179143,-,chr7
7510,LRRFIP1,ENSG00000124831,ENSG00000124831.19,protein_coding,237692282,+,chr2
7511,LRRFIP2,ENSG00000093167,ENSG00000093167.18,protein_coding,37176353,-,chr3
7512,LRRIQ1,ENSG00000133640,ENSG00000133640.20,protein_coding,85036383,+,chr12
7513,LRRIQ3,ENSG00000162620,ENSG00000162620.16,protein_coding,74198184,-,chr1
7514,LRRK1,ENSG00000154237,ENSG00000154237.13,protein_coding,100919380,+,chr15
7515,LRRK2,ENSG00000188906,ENSG00000188906.17,protein_coding,40225039,+,chr12
7516,LRRN1,ENSG00000175928,ENSG00000175928.6,protein_coding,3799442,+,chr3
7517,LRRN2,ENSG00000170382,ENSG00000170382.12,protein_coding,204685745,-,chr1
7518,LRRN3,ENSG00000173114,ENSG00000173114.13,protein_coding,111091135,+,chr7
7519,LRRN4,ENSG00000125872,ENSG00000125872.8,protein_coding,6054023,-,chr20
7520,LRRN4CL,ENSG00000177363,ENSG00000177363.5,protein_coding,62689541,-,chr11
7521,LRRTM1,ENSG00000162951,ENSG00000162951.11,protein_coding,80304757,-,chr2
7522,LRRTM2,ENSG00000146006,ENSG00000146006.8,protein_coding,138875350,-,chr5
7523,LRRTM3,ENSG00000198739,ENSG00000198739.11,protein_coding,66926043,+,chr10
7524,LRRTM4,ENSG00000176204,ENSG00000176204.14,protein_coding,77522392,-,chr2
7525,LRSAM1,ENSG00000148356,ENSG00000148356.15,protein_coding,127451538,+,chr9
7526,LRTM1,ENSG00000144771,ENSG00000144771.8,protein_coding,54928065,-,chr3
7527,LRTM2,ENSG00000166159,ENSG00000166159.11,protein_coding,1820591,+,chr12
7528,LRTOMT,ENSG00000184154,ENSG00000184154.15,protein_coding,72080858,+,chr11
7529,LRWD1,ENSG00000161036,ENSG00000161036.13,protein_coding,102465027,+,chr7
7530,LSAMP,ENSG00000185565,ENSG00000185565.12,protein_coding,116445533,-,chr3
7531,LSG1,ENSG00000041802,ENSG00000041802.11,protein_coding,194672237,-,chr3
7532,LSM1,ENSG00000175324,ENSG00000175324.10,protein_coding,38176517,-,chr8
7533,LSM10,ENSG00000181817,ENSG00000181817.6,protein_coding,36397926,-,chr1
7534,LSM11,ENSG00000155858,ENSG00000155858.6,protein_coding,157743750,+,chr5
7535,LSM12,ENSG00000161654,ENSG00000161654.10,protein_coding,44066689,-,chr17
7536,LSM14A,ENSG00000257103,ENSG00000257103.9,protein_coding,34172559,+,chr19
